"country","status","description","range","number","day","source"
"Sierra Leone","CASES","Probable","Cumulative","287","318","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2074","318","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3083","318","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2717","318","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","318","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","318","WHO"
"All countries","CASES","Total","Cumulative","21373","343","WHO"
"All countries","DEATHS","Total","Cumulative","8468","343","WHO"
"Guinea","CASES","Total","Cumulative","2873","322","WHO"
"Guinea","CASES","Confirmed","Cumulative","2539","322","WHO"
"Guinea","CASES","Probable","Cumulative","319","322","WHO"
"Guinea","CASES","Suspected","Cumulative","15","322","WHO"
"Guinea","DEATHS","Total","Cumulative","1875","322","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1556","322","WHO"
"Guinea","DEATHS","Probable","Cumulative","319","322","WHO"
"Liberia","CASES","Total","Cumulative","8435","320","WHO"
"Liberia","CASES","Confirmed","Cumulative","3131","320","WHO"
"Liberia","CASES","Probable","Cumulative","1850","320","WHO"
"Liberia","CASES","Suspected","Cumulative","3454","320","WHO"
"Liberia","DEATHS","Total","Cumulative","3587","320","WHO"
"Sierra Leone","CASES","Total","Cumulative","10306","322","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","7883","322","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","322","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2136","322","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3132","322","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2766","322","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","322","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","322","WHO"
"All countries","CASES","Total","Cumulative","21614","343","WHO"
"All countries","DEATHS","Total","Cumulative","8594","343","WHO"
"Guinea","CASES","Total","Cumulative","2871","323","WHO"
"Guinea","CASES","Confirmed","Cumulative","2539","323","WHO"
"Guinea","CASES","Probable","Cumulative","319","323","WHO"
"Guinea","CASES","Suspected","Cumulative","13","323","WHO"
"Guinea","DEATHS","Total","Cumulative","1876","323","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1557","323","WHO"
"Guinea","DEATHS","Probable","Cumulative","319","323","WHO"
"Liberia","CASES","Total","Cumulative","8478","323","WHO"
"Liberia","CASES","Confirmed","Cumulative","3135","323","WHO"
"Liberia","CASES","Probable","Cumulative","1854","323","WHO"
"Liberia","CASES","Suspected","Cumulative","3489","323","WHO"
"Liberia","DEATHS","Total","Cumulative","3605","323","WHO"
"Sierra Leone","CASES","Total","Cumulative","10340","323","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","7903","323","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","323","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2150","323","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3145","323","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2779","323","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","323","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","323","WHO"
"All countries","CASES","Total","Cumulative","21689","343","WHO"
"All countries","DEATHS","Total","Cumulative","8626","343","WHO"
"Guinea","CASES","Confirmed","Cumulative","2539","323","WHO"
"Guinea","CASES","Probable","Cumulative","319","323","WHO"
"Guinea","CASES","Suspected","Cumulative","13","323","WHO"
"Guinea","CASES","Total","Cumulative","2871","323","WHO"
"Guinea","CASES","Confirmed","In past 21 days","136","323","WHO"
"Guinea","CASES","Total","In past 21 days","136","323","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1557","323","WHO"
"Guinea","DEATHS","Probable","Cumulative","319","323","WHO"
"Guinea","DEATHS","Total","Cumulative","1876","323","WHO"
"Liberia","CASES","Confirmed","Cumulative","3135","323","WHO"
"Liberia","CASES","Probable","Cumulative","1854","323","WHO"
"Liberia","CASES","Suspected","Cumulative","3489","323","WHO"
"Liberia","CASES","Total","Cumulative","8478","323","WHO"
"Liberia","CASES","Confirmed","In past 21 days","25","323","WHO"
"Liberia","CASES","Total","In past 21 days","25","323","WHO"
"Liberia","DEATHS","Total","Cumulative","3605","323","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","7903","323","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","323","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2150","323","WHO"
"Sierra Leone","CASES","Total","Cumulative","10340","323","WHO"
"Sierra Leone","CASES","Confirmed","In past 21 days","549","323","WHO"
"Sierra Leone","CASES","Total","In past 21 days","549","323","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2779","323","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","323","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","323","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3145","323","WHO"
"All countries","CASES","Total","Cumulative","21689","343","WHO"
"All countries","CASES","Total","In past 21 days","710","343","WHO"
"All countries","DEATHS","Total","Cumulative","8626","343","WHO"
"Guinea","CASES","Total","Cumulative","2873","324","WHO"
"Guinea","CASES","Confirmed","Cumulative","2542","324","WHO"
"Guinea","CASES","Probable","Cumulative","319","324","WHO"
"Guinea","CASES","Suspected","Cumulative","12","324","WHO"
"Guinea","DEATHS","Total","Cumulative","1879","324","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1560","324","WHO"
"Guinea","DEATHS","Probable","Cumulative","319","324","WHO"
"Liberia","CASES","Total","Cumulative","8524","325","WHO"
"Liberia","CASES","Confirmed","Cumulative","3136","325","WHO"
"Liberia","CASES","Probable","Cumulative","1854","325","WHO"
"Liberia","CASES","Suspected","Cumulative","3534","325","WHO"
"Liberia","DEATHS","Total","Cumulative","3636","325","WHO"
"Sierra Leone","CASES","Total","Cumulative","10362","324","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","7909","324","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","324","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2166","324","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3153","324","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2787","324","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","324","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","324","WHO"
"All countries","CASES","Total","Cumulative","21759","343","WHO"
"All countries","DEATHS","Total","Cumulative","8668","343","WHO"
"Guinea","CASES","Confirmed","Cumulative","2545","325","WHO"
"Guinea","CASES","Probable","Cumulative","319","325","WHO"
"Guinea","DEATHS","Total","Cumulative","1880","325","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2192","325","WHO"
"Guinea","CASES","Suspected","Cumulative","9","325","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1561","325","WHO"
"Liberia","CASES","Confirmed","Cumulative","3136","325","WHO"
"Liberia","CASES","Suspected","Cumulative","3534","325","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3159","325","WHO"
"Guinea","CASES","Total","Cumulative","2873","325","WHO"
"Guinea","DEATHS","Probable","Cumulative","319","325","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","325","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","325","WHO"
"Liberia","CASES","Total","Cumulative","8524","325","WHO"
"Liberia","CASES","Probable","Cumulative","1854","325","WHO"
"Liberia","DEATHS","Total","Cumulative","3636","325","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2793","325","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","7921","325","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","325","WHO"
"Sierra Leone","CASES","Total","Cumulative","10400","325","WHO"
"All countries","CASES","Total","Cumulative","21797","343","WHO"
"All countries","DEATHS","Total","Cumulative","8675","343","WHO"
"Guinea","CASES","Total","Cumulative","2909","329","WHO"
"Guinea","CASES","Confirmed","Cumulative","2559","329","WHO"
"Guinea","CASES","Probable","Cumulative","332","329","WHO"
"Guinea","CASES","Suspected","Cumulative","18","329","WHO"
"Guinea","DEATHS","Total","Cumulative","1906","329","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1574","329","WHO"
"Guinea","DEATHS","Probable","Cumulative","332","329","WHO"
"Liberia","CASES","Total","Cumulative","8524","325","WHO"
"Liberia","CASES","Confirmed","Cumulative","3136","325","WHO"
"Liberia","CASES","Probable","Cumulative","1854","325","WHO"
"Liberia","CASES","Suspected","Cumulative","3534","325","WHO"
"Liberia","DEATHS","Total","Cumulative","3636","325","WHO"
"Sierra Leone","CASES","Total","Cumulative","10491","329","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","7963","329","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","329","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2241","329","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3195","329","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2829","329","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","329","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","329","WHO"
"All countries","CASES","Total","Cumulative","21924","343","WHO"
"All countries","DEATHS","Total","Cumulative","8737","343","WHO"
"Guinea","CASES","Total","Cumulative","2917","330","WHO"
"Guinea","CASES","Confirmed","Cumulative","2569","330","WHO"
"Guinea","CASES","Probable","Cumulative","332","330","WHO"
"Guinea","CASES","Suspected","Cumulative","16","330","WHO"
"Guinea","DEATHS","Total","Cumulative","1910","330","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1578","330","WHO"
"Guinea","DEATHS","Probable","Cumulative","332","330","WHO"
"Liberia","CASES","Total","Cumulative","8622","330","WHO"
"Liberia","CASES","Confirmed","Cumulative","3138","330","WHO"
"Liberia","CASES","Probable","Cumulative","1864","330","WHO"
"Liberia","CASES","Suspected","Cumulative","3620","330","WHO"
"Liberia","DEATHS","Total","Cumulative","3686","330","WHO"
"Sierra Leone","CASES","Total","Cumulative","10518","330","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","7968","330","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","330","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2263","330","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3199","330","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2833","330","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","330","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","330","WHO"
"All countries","CASES","Total","Cumulative","22057","343","WHO"
"All countries","DEATHS","Total","Cumulative","8795","343","WHO"
"Guinea","DEATHS","Total","Cumulative","1910","330","WHO"
"Liberia","CASES","Suspected","Cumulative","3620","330","WHO"
"All countries","CASES","Total","In past 21 days","478","343","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","330","WHO"
"Guinea","CASES","Confirmed","Cumulative","2569","330","WHO"
"Guinea","CASES","Total","Cumulative","2917","330","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2263","330","WHO"
"Liberia","DEATHS","Total","Cumulative","3686","330","WHO"
"Guinea","DEATHS","Probable","Cumulative","332","330","WHO"
"Liberia","CASES","Confirmed","Cumulative","3138","330","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2833","330","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3199","330","WHO"
"Liberia","CASES","Total","Cumulative","8622","330","WHO"
"All countries","DEATHS","Total","Cumulative","8795","343","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","7968","330","WHO"
"Guinea","CASES","Probable","Cumulative","332","330","WHO"
"Guinea","CASES","Confirmed","In past 21 days","92","330","WHO"
"Guinea","CASES","Total","In past 21 days","92","330","WHO"
"Sierra Leone","CASES","Total","Cumulative","10518","330","WHO"
"Liberia","CASES","Probable","Cumulative","1864","330","WHO"
"All countries","CASES","Total","Cumulative","22057","343","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","330","WHO"
"Liberia","CASES","Confirmed","In past 21 days","20","330","WHO"
"Guinea","CASES","Suspected","Cumulative","16","330","WHO"
"Liberia","CASES","Total","In past 21 days","20","330","WHO"
"Sierra Leone","CASES","Confirmed","In past 21 days","366","330","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","330","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1578","330","WHO"
"Sierra Leone","CASES","Total","In past 21 days","366","330","WHO"
"Guinea","CASES","Total","Cumulative","2921","331","WHO"
"Guinea","CASES","Confirmed","Cumulative","2571","331","WHO"
"Guinea","CASES","Probable","Cumulative","332","331","WHO"
"Guinea","CASES","Suspected","Cumulative","18","331","WHO"
"Guinea","DEATHS","Total","Cumulative","1911","331","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1579","331","WHO"
"Guinea","DEATHS","Probable","Cumulative","332","331","WHO"
"Liberia","CASES","Total","Cumulative","8643","331","WHO"
"Liberia","CASES","Confirmed","Cumulative","3138","331","WHO"
"Liberia","CASES","Probable","Cumulative","1864","331","WHO"
"Liberia","CASES","Suspected","Cumulative","3641","331","WHO"
"Liberia","DEATHS","Total","Cumulative","3700","331","WHO"
"Sierra Leone","CASES","Total","Cumulative","10537","331","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","7977","331","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","331","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2273","331","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3207","331","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2841","331","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","331","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","331","WHO"
"All countries","CASES","Total","Cumulative","22101","343","WHO"
"All countries","DEATHS","Total","Cumulative","8818","343","WHO"
"Guinea","CASES","Total","Cumulative","2920","332","WHO"
"Guinea","CASES","Confirmed","Cumulative","2575","332","WHO"
"Guinea","CASES","Probable","Cumulative","332","332","WHO"
"Guinea","CASES","Suspected","Cumulative","13","332","WHO"
"Guinea","DEATHS","Total","Cumulative","1913","332","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1581","332","WHO"
"Guinea","DEATHS","Probable","Cumulative","332","332","WHO"
"Liberia","CASES","Total","Cumulative","8643","331","WHO"
"Liberia","CASES","Confirmed","Cumulative","3138","331","WHO"
"Liberia","CASES","Probable","Cumulative","1864","331","WHO"
"Liberia","CASES","Suspected","Cumulative","3641","331","WHO"
"Liberia","DEATHS","Total","Cumulative","3700","331","WHO"
"Sierra Leone","CASES","Total","Cumulative","10561","332","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","7989","332","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","332","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2285","332","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3216","332","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2850","332","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","332","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","332","WHO"
"All countries","CASES","Total","Cumulative","22124","343","WHO"
"All countries","DEATHS","Total","Cumulative","8829","343","WHO"
"Guinea","CASES","Total","Cumulative","2959","336","WHO"
"Guinea","CASES","Confirmed","Cumulative","2593","336","WHO"
"Guinea","CASES","Probable","Cumulative","342","336","WHO"
"Guinea","CASES","Suspected","Cumulative","24","336","WHO"
"Guinea","DEATHS","Total","Cumulative","1937","336","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1595","336","WHO"
"Guinea","DEATHS","Probable","Cumulative","342","336","WHO"
"Liberia","CASES","Total","Cumulative","8668","333","WHO"
"Liberia","CASES","Confirmed","Cumulative","3138","333","WHO"
"Liberia","CASES","Probable","Cumulative","1864","333","WHO"
"Liberia","CASES","Suspected","Cumulative","3666","333","WHO"
"Liberia","DEATHS","Total","Cumulative","3710","333","WHO"
"Sierra Leone","CASES","Total","Cumulative","10707","336","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","8042","336","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","336","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2378","336","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3274","336","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2908","336","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","336","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","336","WHO"
"All countries","CASES","Total","Cumulative","22334","343","WHO"
"All countries","DEATHS","Total","Cumulative","8921","343","WHO"
"Guinea","CASES","Total","Cumulative","2975","337","WHO"
"Guinea","CASES","Confirmed","Cumulative","2608","337","WHO"
"Guinea","CASES","Probable","Cumulative","347","337","WHO"
"Guinea","CASES","Suspected","Cumulative","20","337","WHO"
"Guinea","DEATHS","Total","Cumulative","1944","337","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1597","337","WHO"
"Guinea","DEATHS","Probable","Cumulative","347","337","WHO"
"Liberia","CASES","Total","Cumulative","8729","336","WHO"
"Liberia","CASES","Confirmed","Cumulative","3143","336","WHO"
"Liberia","CASES","Probable","Cumulative","1869","336","WHO"
"Liberia","CASES","Suspected","Cumulative","3717","336","WHO"
"Liberia","DEATHS","Total","Cumulative","3739","336","WHO"
"Sierra Leone","CASES","Total","Cumulative","10740","337","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","8059","337","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","337","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2394","337","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3276","337","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2910","337","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","337","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","337","WHO"
"All countries","CASES","Total","Cumulative","22444","343","WHO"
"All countries","DEATHS","Total","Cumulative","8959","343","WHO"
"Guinea","CASES","Confirmed","Cumulative","2608","337","WHO"
"Guinea","CASES","Probable","Cumulative","347","337","WHO"
"Guinea","CASES","Suspected","Cumulative","20","337","WHO"
"Guinea","CASES","Total","Cumulative","2975","337","WHO"
"Guinea","CASES","Confirmed","In past 21 days","89","337","WHO"
"Guinea","CASES","Total","In past 21 days","89","337","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1597","337","WHO"
"Guinea","DEATHS","Probable","Cumulative","347","337","WHO"
"Guinea","DEATHS","Total","Cumulative","1944","337","WHO"
"Liberia","CASES","Confirmed","Cumulative","3143","337","WHO"
"Liberia","CASES","Probable","Cumulative","1870","337","WHO"
"Liberia","CASES","Suspected","Cumulative","3732","337","WHO"
"Liberia","CASES","Total","Cumulative","8745","337","WHO"
"Liberia","CASES","Confirmed","In past 21 days","17","337","WHO"
"Liberia","CASES","Total","In past 21 days","17","337","WHO"
"Liberia","DEATHS","Total","Cumulative","3746","337","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","8059","337","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","337","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2394","337","WHO"
"Sierra Leone","CASES","Total","Cumulative","10740","337","WHO"
"Sierra Leone","CASES","Confirmed","In past 21 days","262","337","WHO"
"Sierra Leone","CASES","Total","In past 21 days","262","337","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2910","337","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","337","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","337","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3276","337","WHO"
"All countries","CASES","Total","Cumulative","22460","337","WHO"
"All countries","CASES","Total","In past 21 days","368","337","WHO"
"All countries","DEATHS","Total","Cumulative","8966","337","WHO"
"Guinea","CASES","Total","Cumulative","2986","338","WHO"
"Guinea","CASES","Confirmed","Cumulative","2621","338","WHO"
"Guinea","CASES","Probable","Cumulative","347","338","WHO"
"Guinea","CASES","Suspected","Cumulative","18","338","WHO"
"Guinea","DEATHS","Total","Cumulative","1947","338","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1600","338","WHO"
"Guinea","DEATHS","Probable","Cumulative","347","338","WHO"
"Liberia","CASES","Total","Cumulative","8745","337","WHO"
"Liberia","CASES","Confirmed","Cumulative","3143","337","WHO"
"Liberia","CASES","Probable","Cumulative","1870","337","WHO"
"Liberia","CASES","Suspected","Cumulative","3732","337","WHO"
"Liberia","DEATHS","Total","Cumulative","3746","337","WHO"
"Sierra Leone","CASES","Total","Cumulative","10756","338","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","8063","338","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","338","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2406","338","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3286","338","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2920","338","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","338","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","338","WHO"
"All countries","CASES","Total","Cumulative","22487","343","WHO"
"All countries","DEATHS","Total","Cumulative","8979","343","WHO"
"Guinea","CASES","Total","Cumulative","2988","339","WHO"
"Guinea","CASES","Confirmed","Cumulative","2628","339","WHO"
"Guinea","CASES","Probable","Cumulative","349","339","WHO"
"Guinea","CASES","Suspected","Cumulative","11","339","WHO"
"Guinea","DEATHS","Total","Cumulative","1957","339","WHO"
"Guinea","DEATHS","Confirmed","Cumulative","1608","339","WHO"
"Guinea","DEATHS","Probable","Cumulative","349","339","WHO"
"Liberia","CASES","Total","Cumulative","8745","337","WHO"
"Liberia","CASES","Confirmed","Cumulative","3143","337","WHO"
"Liberia","CASES","Probable","Cumulative","1870","337","WHO"
"Liberia","CASES","Suspected","Cumulative","3732","337","WHO"
"Liberia","DEATHS","Total","Cumulative","3746","337","WHO"
"Sierra Leone","CASES","Total","Cumulative","10792","339","WHO"
"Sierra Leone","CASES","Confirmed","Cumulative","8084","339","WHO"
"Sierra Leone","CASES","Probable","Cumulative","287","339","WHO"
"Sierra Leone","CASES","Suspected","Cumulative","2421","339","WHO"
"Sierra Leone","DEATHS","Total","Cumulative","3301","339","WHO"
"Sierra Leone","DEATHS","Confirmed","Cumulative","2935","339","WHO"
"Sierra Leone","DEATHS","Probable","Cumulative","208","339","WHO"
"Sierra Leone","DEATHS","Suspected","Cumulative","158","339","WHO"
"All countries","CASES","Total","Cumulative","22525","343","WHO"
"All countries","DEATHS","Total","Cumulative","9004","343","WHO"
"Guinea","CASES","Total","Cumulative","0","0","CDC"
"Guinea","DEATHS","Total","Cumulative","0","0","CDC"
"Liberia","CASES","Total","Cumulative","0","0","CDC"
"Liberia","DEATHS","Total","Cumulative","0","0","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","0","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","0","CDC"
"Guinea","CASES","Total","Cumulative","0","1","CDC"
"Guinea","DEATHS","Total","Cumulative","0","1","CDC"
"Liberia","CASES","Total","Cumulative","0","1","CDC"
"Liberia","DEATHS","Total","Cumulative","0","1","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","1","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","1","CDC"
"Guinea","CASES","Total","Cumulative","0","2","CDC"
"Guinea","DEATHS","Total","Cumulative","0","2","CDC"
"Liberia","CASES","Total","Cumulative","0","2","CDC"
"Liberia","DEATHS","Total","Cumulative","0","2","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","2","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","2","CDC"
"Guinea","CASES","Total","Cumulative","0","3","CDC"
"Guinea","DEATHS","Total","Cumulative","0","3","CDC"
"Liberia","CASES","Total","Cumulative","0","3","CDC"
"Liberia","DEATHS","Total","Cumulative","0","3","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","3","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","3","CDC"
"Guinea","CASES","Total","Cumulative","0","4","CDC"
"Guinea","DEATHS","Total","Cumulative","0","4","CDC"
"Liberia","CASES","Total","Cumulative","0","4","CDC"
"Liberia","DEATHS","Total","Cumulative","0","4","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","4","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","4","CDC"
"Guinea","CASES","Total","Cumulative","0","5","CDC"
"Guinea","DEATHS","Total","Cumulative","0","5","CDC"
"Liberia","CASES","Total","Cumulative","0","5","CDC"
"Liberia","DEATHS","Total","Cumulative","0","5","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","5","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","5","CDC"
"Guinea","CASES","Total","Cumulative","0","6","CDC"
"Guinea","DEATHS","Total","Cumulative","0","6","CDC"
"Liberia","CASES","Total","Cumulative","0","6","CDC"
"Liberia","DEATHS","Total","Cumulative","0","6","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","6","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","6","CDC"
"Guinea","CASES","Total","Cumulative","0","7","CDC"
"Guinea","DEATHS","Total","Cumulative","0","7","CDC"
"Liberia","CASES","Total","Cumulative","0","7","CDC"
"Liberia","DEATHS","Total","Cumulative","0","7","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","7","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","7","CDC"
"Guinea","CASES","Total","Cumulative","0","8","CDC"
"Guinea","DEATHS","Total","Cumulative","0","8","CDC"
"Liberia","CASES","Total","Cumulative","0","8","CDC"
"Liberia","DEATHS","Total","Cumulative","0","8","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","8","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","8","CDC"
"Guinea","CASES","Total","Cumulative","0","9","CDC"
"Guinea","DEATHS","Total","Cumulative","0","9","CDC"
"Liberia","CASES","Total","Cumulative","0","9","CDC"
"Liberia","DEATHS","Total","Cumulative","0","9","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","9","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","9","CDC"
"Guinea","CASES","Total","Cumulative","0","10","CDC"
"Guinea","DEATHS","Total","Cumulative","0","10","CDC"
"Liberia","CASES","Total","Cumulative","0","10","CDC"
"Liberia","DEATHS","Total","Cumulative","0","10","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","10","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","10","CDC"
"Guinea","CASES","Total","Cumulative","0","11","CDC"
"Guinea","DEATHS","Total","Cumulative","0","11","CDC"
"Liberia","CASES","Total","Cumulative","0","11","CDC"
"Liberia","DEATHS","Total","Cumulative","0","11","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","11","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","11","CDC"
"Guinea","CASES","Total","Cumulative","0","12","CDC"
"Guinea","DEATHS","Total","Cumulative","0","12","CDC"
"Liberia","CASES","Total","Cumulative","0","12","CDC"
"Liberia","DEATHS","Total","Cumulative","0","12","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","12","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","12","CDC"
"Guinea","CASES","Total","Cumulative","0","13","CDC"
"Guinea","DEATHS","Total","Cumulative","0","13","CDC"
"Liberia","CASES","Total","Cumulative","0","13","CDC"
"Liberia","DEATHS","Total","Cumulative","0","13","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","13","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","13","CDC"
"Guinea","CASES","Total","Cumulative","0","14","CDC"
